Size,InsertTime,SearchTime,DeleteTime
300000,0.3428749442100525,0.012540996074676514,0.07495802640914917
600000,0.006125032901763916,0.019041001796722412,0.008957982063293457
900000,0.006875038146972656,0.005875051021575928,0.0037090182304382324
1200000,0.008958995342254639,0.0024170279502868652,0.009832978248596191
1500000,0.0071250200271606445,0.9761250019073486,0.004082977771759033
1800000,0.006457984447479248,0.0023329854011535645,0.022874951362609863
2100000,0.004499971866607666,0.0015000104904174805,0.01341700553894043
2400000,0.005083978176116943,0.0012080073356628418,0.011749982833862305
2700000,0.0051250457763671875,0.0016250014305114746,0.00475001335144043
3000000,0.005042016506195068,0.001332998275756836,0.005375027656555176
3300000,0.004417002201080322,0.0014170408248901367,0.11845797300338745
3600000,0.004916965961456299,0.0018329620361328125,0.018207967281341553
3900000,0.00533294677734375,0.002083003520965576,0.007166028022766113
4200000,0.004415988922119141,0.0016660094261169434,0.0022079944610595703
4500000,0.004833042621612549,0.0014169812202453613,0.007957994937896729
4800000,0.004707992076873779,0.0017499923706054688,0.007375001907348633
5100000,0.005124986171722412,0.0020000338554382324,0.007375001907348633
5400000,0.005333006381988525,0.001958012580871582,0.008082985877990723
5700000,0.0048329830169677734,0.0017499923706054688,0.007416963577270508
6000000,0.0048329830169677734,0.0016250014305114746,0.007291972637176514
6300000,0.004875004291534424,0.001665949821472168,0.007624983787536621
6600000,0.005041003227233887,0.0017079710960388184,0.025624990463256836
6900000,0.004916965961456299,0.0012919902801513672,0.01712501049041748
7200000,0.004915952682495117,0.001708984375,0.005583047866821289
7500000,0.009874999523162842,0.0029579997062683105,0.003957986831665039
7800000,0.006584048271179199,0.0017910003662109375,0.004124999046325684
8100000,0.004999995231628418,0.0015000104904174805,0.0046250224113464355
8400000,0.005041003227233887,0.0016250014305114746,0.016582965850830078
8700000,0.004875004291534424,0.0018749833106994629,0.004583001136779785
9000000,0.004333019256591797,0.0017090439796447754,0.004249989986419678
9300000,0.005207955837249756,0.0015839934349060059,0.004124999046325684
9600000,0.005333006381988525,0.0019589662551879883,0.004082977771759033
9900000,0.005334019660949707,0.0015840530395507812,0.004292011260986328
10200000,0.006999969482421875,0.0016250014305114746,0.006708979606628418
10500000,0.005208015441894531,0.0018749833106994629,0.004458963871002197
10800000,0.005083978176116943,0.001667022705078125,0.00791698694229126
11100000,0.005541980266571045,0.0018329620361328125,0.005124986171722412
11400000,0.005249977111816406,0.0017080307006835938,0.0046250224113464355
11700000,0.0059999823570251465,0.0018339753150939941,0.004417002201080322
12000000,0.005541980266571045,0.0015410184860229492,0.004415988922119141
12300000,0.005042016506195068,0.0018749833106994629,0.004707992076873779
12600000,0.0051250457763671875,0.0017079710960388184,0.004417002201080322
12900000,0.005290985107421875,0.0015829801559448242,0.004708051681518555
13200000,0.005707979202270508,0.0018329620361328125,0.00391697883605957
13500000,0.00479203462600708,0.001667022705078125,0.0048329830169677734
13800000,0.005124986171722412,0.0017079710960388184,0.0065000057220458984
14100000,0.006624996662139893,0.0019170045852661133,0.004958987236022949
14400000,0.0059580206871032715,0.0022079944610595703,0.006249964237213135
14700000,0.0065000057220458984,0.002375006675720215,0.005333006381988525
15000000,0.006042003631591797,0.001958012580871582,0.005707979202270508
15300000,0.005290985107421875,0.0020000338554382324,0.004791975021362305
15600000,0.005291998386383057,0.001667022705078125,0.010040998458862305
15900000,0.005666971206665039,0.0017079710960388184,0.026707947254180908
16200000,0.0051670074462890625,0.006791949272155762,0.07029199600219727
16500000,0.009458005428314209,0.011375010013580322,0.018541991710662842
16800000,0.005541026592254639,0.0013750195503234863,0.00475001335144043
17100000,0.006125032901763916,0.003500044345855713,0.006667017936706543
17400000,0.005459010601043701,0.001374959945678711,0.005208015441894531
17700000,0.005541980266571045,0.00145798921585083,0.004459023475646973
18000000,0.0054579973220825195,0.001374959945678711,0.0048329830169677734
18300000,0.008208036422729492,0.006708025932312012,0.016084015369415283
18600000,0.005249977111816406,0.0010409951210021973,0.007582962512969971
18900000,0.011166036128997803,0.03937500715255737,0.025958001613616943
19200000,0.012749969959259033,0.008166015148162842,0.012417018413543701
19500000,0.00625002384185791,0.0017919540405273438,0.006749987602233887
19800000,0.012041985988616943,0.007167041301727295,0.014250040054321289
20100000,0.015125036239624023,0.006375014781951904,0.021708011627197266
20400000,0.010333001613616943,0.005249977111816406,0.014707982540130615
20700000,0.005416989326477051,0.0012499690055847168,0.004458010196685791
21000000,0.00766599178314209,0.007541000843048096,0.02116703987121582
21300000,0.006875038146972656,0.0007500052452087402,0.0059999823570251465
21600000,0.008332967758178711,0.004999995231628418,0.013249993324279785
21900000,0.04104197025299072,0.017250001430511475,0.03570902347564697
22200000,0.013833999633789062,0.0073340535163879395,0.04154098033905029
22500000,0.01016700267791748,0.007833003997802734,0.02733302116394043
22800000,0.0076250433921813965,0.004666030406951904,0.02404099702835083
23100000,0.010125041007995605,0.006209015846252441,0.018292009830474854
23400000,0.01266700029373169,0.004958033561706543,0.01825004816055298
23700000,0.02133399248123169,0.005083024501800537,0.028917014598846436
24000000,0.010334014892578125,0.0034999847412109375,0.026957988739013672
24300000,0.009958982467651367,0.004957973957061768,0.03645801544189453
24600000,0.018999993801116943,0.005250036716461182,0.05258399248123169
24900000,0.02179199457168579,0.004584014415740967,0.06000000238418579
25200000,0.012417018413543701,0.006750047206878662,0.024709045886993408
25500000,0.01637500524520874,0.0046669840812683105,0.03304100036621094
25800000,0.013458013534545898,0.005959033966064453,0.09079200029373169
26100000,0.010749995708465576,0.0046669840812683105,0.023125052452087402
26400000,0.020457983016967773,0.004208981990814209,0.020084023475646973
26700000,0.01412498950958252,0.0053749680519104,0.06500005722045898
27000000,0.04399996995925903,0.008166968822479248,0.08820897340774536
27300000,0.02429097890853882,0.07704198360443115,0.2257080078125
27600000,0.16545897722244263,0.028250038623809814,0.12608397006988525
27900000,0.015707969665527344,0.0054579973220825195,0.0386660099029541
28200000,0.5927910208702087,0.008625030517578125,0.1573750376701355
28500000,0.016959011554718018,0.004791975021362305,0.050083041191101074
28800000,0.023124992847442627,0.004249989986419678,0.04354202747344971
29100000,0.08558303117752075,0.007166028022766113,0.4202079772949219
29400000,0.021333038806915283,0.004459023475646973,0.07437503337860107
29700000,0.06408298015594482,0.005958974361419678,0.14808303117752075
30000000,0.027417004108428955,0.006332993507385254,0.06916695833206177
